PointOfInterest, Latitude,Longitude
arch,38.05472,-120.47611
arch,35.17389,-120.71528
arch,41.73667,-121.49944
arch,41.70306,-121.51639
arch,41.69889,-121.54222
arch,41.72806,-121.54806
arch,37.70056,-123.0125
arch,40.49528,-123.10111
arch,39.19139,-123.76417
area,32.76083,-114.5675
area,34.14111,-115.07722
area,35.20139,-115.25194
area,34.34833,-115.37722
area,33.07556,-115.51333
area,32.785,-115.55056
area,33.19056,-115.58833
area,33.64167,-115.86667
area,33.22472,-116.06333
area,32.84278,-116.07889
area,33.11944,-116.09861
area,33.05444,-116.13917
area,34.06417,-116.15083
area,33.18194,-116.215
area,33.13056,-116.22222
area,33.24833,-116.22361
area,32.86278,-116.22667
area,32.82194,-116.43139
area,33.47056,-116.54417
area,34.15028,-116.70583
area,34.14722,-116.71111
area,33.76861,-116.76111
area,36.32833,-116.85917
area,36.32278,-116.87833
area,33.83806,-116.92806
area,32.98389,-116.98056
area,34.13056,-117.00611
area,34.30139,-117.02194
area,34.29722,-117.11694
area,32.73667,-117.13833
area,36.14444,-117.21306
area,33.23333,-117.31944
area,33.52639,-117.48111
area,33.50278,-117.66111
area,35.54639,-117.67
area,37.38556,-117.73056
area,34.36139,-117.78972
area,33.5925,-117.88139
area,36.29139,-117.97417
area,34.15917,-117.99
area,37.51389,-118.18111
area,37.5225,-118.18306
area,37.60167,-118.22139
area,34.05611,-118.24583
area,35.93194,-118.25222
area,35.95028,-118.3525
area,36.24333,-118.38222
area,33.94694,-118.43667
area,36.13056,-118.4375
area,34.27361,-118.46111
area,35.85667,-118.55778
area,33.01667,-118.59167
area,37.29444,-118.60917
area,36.62667,-118.61694
area,36.10139,-118.64778
area,37.99667,-118.65611
area,37.23083,-118.87222
area,34.19139,-118.88667
area,37.0175,-118.88778
area,37.03528,-118.925
area,37.57806,-118.98333
area,34.48111,-118.98472
area,37.94556,-119.01889
area,34.83306,-119.05056
area,37.04361,-119.14667
area,34.45778,-119.24667
area,34.47306,-119.26556
area,37.96028,-119.2975
area,34.45833,-119.30972
area,34.44389,-119.35528
area,37.05417,-119.42667
area,34.43972,-119.43167
area,37.09222,-119.46917
area,37.34639,-119.59528
area,37.90028,-119.66306
area,35.39639,-119.75028
area,36.70028,-119.82806
area,35.43722,-119.84583
area,35.49028,-119.85806
area,41.07444,-120.02194
area,37.83806,-120.05056
area,35.75417,-120.07917
area,35.59583,-120.1
area,38.73222,-120.10611
area,41.98417,-120.12694
area,39.87444,-120.17917
area,39.00806,-120.26306
area,39.02083,-120.27472
area,40.51667,-120.3875
area,38.07528,-120.39778
area,39.22806,-120.435
area,41.52278,-120.475
area,37.17167,-120.55556
area,39.88278,-120.61556
area,35.06667,-120.62083
area,35.00556,-120.62333
area,40.07944,-120.63056
area,34.94917,-120.65
area,35.28056,-120.6625
area,35.74444,-120.69722
area,40.56111,-120.73944
area,40.87528,-120.77278
area,36.28528,-120.77667
area,40.88944,-120.78611
area,40.52583,-120.80333
area,35.34528,-120.83056
area,40.58278,-120.8425
area,39.48056,-120.84417
area,40.84361,-120.845
area,40.58611,-120.87861
area,38.09611,-120.88944
area,40.83722,-120.94444
area,40.78889,-120.96278
area,40.00583,-120.99389
area,39.66194,-121.02028
area,40.73417,-121.025
area,36.45722,-121.04778
area,40.68722,-121.09806
area,37.55694,-121.13361
area,35.60361,-121.13556
area,40.68361,-121.14444
area,39.42944,-121.20611
area,39.00667,-121.27278
area,39.1125,-121.30583
area,39.41694,-121.31778
area,41.85472,-121.35472
area,39.93333,-121.37972
area,36.92528,-121.45056
area,38.53417,-121.51639
area,41.48778,-121.525
area,40.19222,-121.52833
area,36.84583,-121.53333
area,41.82194,-121.53333
area,36.23611,-121.54167
area,40.54056,-121.55139
area,40.6525,-121.55889
area,36.92083,-121.57333
area,36.955,-121.57472
area,41.51694,-121.59944
area,38.5,-121.6
area,40.08389,-121.66
area,40.62722,-121.67278
area,40.06361,-121.68889
area,40.66167,-121.72778
area,40.39528,-121.75167
area,36.24944,-121.7875
area,41.67083,-121.82306
area,38.06806,-121.84167
area,37.86833,-121.85444
area,37.06528,-121.87444
area,39.3,-121.88194
area,40.20889,-121.88194
area,36.28944,-121.88944
area,37.53333,-121.91667
area,37.35,-121.94306
area,36.51806,-121.95417
area,40.83528,-121.96972
area,39.23306,-121.98111
area,40.22944,-121.98917
area,38.68556,-122.05528
area,37.43,-122.16833
area,41.39889,-122.20444
area,41.92556,-122.27639
area,37.76667,-122.28694
area,39.0025,-122.29417
area,38.93722,-122.30778
area,38.53306,-122.32611
area,37.79611,-122.40111
area,38.37083,-122.48389
area,37.82778,-122.505
area,40.00972,-122.59861
area,40.24889,-122.66472
area,40.275,-122.69
area,40.31417,-122.69611
area,38.99056,-122.84111
area,40.12028,-122.85417
area,40.93028,-122.895
area,39.24111,-122.9475
area,41.04972,-122.95139
area,41.96444,-122.95333
area,40.79972,-122.98694
area,37.99611,-122.99556
area,38.32,-123.035
area,40.30222,-123.04306
area,38.615,-123.04444
area,38.33583,-123.06417
area,40.98528,-123.075
area,38.62139,-123.12194
area,40.93056,-123.16528
area,40.96333,-123.18222
area,40.94556,-123.22806
area,38.51528,-123.24306
area,39.48972,-123.25778
area,40.96917,-123.25917
area,40.27083,-123.28194
area,40.75833,-123.28444
area,41.62028,-123.33944
area,39.845,-123.41806
area,40.04778,-123.44444
area,40.95583,-123.48361
area,41.14111,-123.49861
area,40.52417,-123.62806
area,40.62417,-123.63806
area,41.87917,-123.64167
area,41.20333,-123.67639
area,41.20972,-123.68833
area,41.20611,-123.69722
area,41.35222,-123.6975
area,40.95972,-123.70889
area,41.15611,-123.71889
area,40.41806,-123.73222
area,40.41722,-123.73944
area,41.13278,-123.74917
area,40.78111,-123.75556
area,39.51972,-123.77278
area,41.10556,-123.77278
area,41.02694,-123.78833
area,41.03556,-123.79111
area,40.81861,-123.80222
area,41.19556,-123.80472
area,41.01194,-123.80944
area,41.0225,-123.81278
area,41.23194,-123.81694
area,40.89278,-123.81722
area,41.035,-123.8175
area,40.87444,-123.82
area,41.04778,-123.82639
area,41.06139,-123.82944
area,41.06694,-123.83167
area,41.00667,-123.83611
area,41.06611,-123.83667
area,41.08806,-123.8375
area,41.25917,-123.84306
area,41.01861,-123.84528
area,41.19556,-123.85167
area,41.09944,-123.85444
area,41.47167,-123.85583
area,40.27917,-123.85694
area,41.06306,-123.86417
area,41.05028,-123.86722
area,41.15889,-123.86722
area,41.20611,-123.87167
area,40.93833,-123.87583
area,41.21028,-123.87694
area,41.21417,-123.87833
area,41.08583,-123.87861
area,41.11361,-123.87889
area,41.11417,-123.87972
area,41.18472,-123.88
area,41.08722,-123.88194
area,41.25472,-123.8825
area,40.96139,-123.88694
area,40.93944,-123.89083
area,40.95861,-123.89667
area,41.14472,-123.8975
area,41.21667,-123.9
area,41.18917,-123.90194
area,41.72417,-123.90556
area,40.80944,-123.90639
area,40.78778,-123.9075
area,41.23667,-123.91333
area,41.16889,-123.91583
area,40.82667,-123.92083
area,41.21833,-123.92194
area,40.32222,-123.92667
area,41.29361,-123.92667
area,41.14361,-123.92722
area,41.23194,-123.93
area,41.18444,-123.9375
area,40.76639,-123.9425
area,41.17,-123.94444
area,41.20778,-123.95611
area,40.75806,-123.9625
area,40.36083,-123.98556
area,40.35972,-123.99944
area,41.27639,-124.00361
area,41.21028,-124.00722
area,41.35806,-124.02528
area,40.39111,-124.05694
area,41.01139,-124.09722
area,40.97444,-124.1
area,40.79417,-124.16333
area,40.61667,-124.28333
area,41.80417,-124.34611
area,41.80139,-124.36111
area,40.41056,-124.41
area,40.43667,-124.46972
arroyo,33.08611,-116.08722
arroyo,34.07722,-116.145
bar,32.67694,-117.22444
bar,32.72833,-117.25583
bar,32.70528,-117.25778
bar,32.82222,-117.28056
bar,33.45417,-117.68722
bar,35.67111,-118.39167
bar,33.79639,-118.40944
bar,33.79611,-118.40972
bar,32.89111,-118.43944
bar,33.44889,-118.48778
bar,33.4625,-118.49083
bar,33.46194,-118.50417
bar,33.34333,-118.51667
bar,33.34333,-118.51722
bar,37.37528,-119.38306
bar,37.15639,-119.40444
bar,37.61083,-119.79028
bar,34.41472,-119.93472
bar,34.04139,-120.04917
bar,34.04139,-120.04917
bar,34.03556,-120.12167
bar,34.01361,-120.24
bar,34.01833,-120.38806
bar,38.10917,-120.39806
bar,38.08361,-120.41306
bar,34.06833,-120.42694
bar,34.07806,-120.42806
bar,39.03583,-120.4325
bar,38.03917,-120.45028
bar,34.44806,-120.46944
bar,34.10139,-120.5175
bar,37.96889,-120.52389
bar,37.97556,-120.52806
bar,39.075,-120.53194
bar,39.07194,-120.53333
bar,39.2025,-120.61639
bar,39.20278,-120.665
bar,39.83611,-120.67694
bar,38.65528,-120.69972
bar,35.17333,-120.72
bar,35.15889,-120.72722
bar,39.17944,-120.72833
bar,39.01167,-120.74028
bar,39.00944,-120.74139
bar,39.00389,-120.74222
bar,39.00417,-120.74444
bar,39.00778,-120.74528
bar,35.16194,-120.74611
bar,39.00389,-120.74778
bar,39.00972,-120.74806
bar,39.86583,-120.75167
bar,39.00556,-120.7525
bar,39.00278,-120.75861
bar,39.18722,-120.75889
bar,39.00861,-120.76694
bar,35.15972,-120.77056
bar,39.44944,-120.77306
bar,35.14778,-120.78194
bar,39.44806,-120.78333
bar,35.15556,-120.78778
bar,38.28778,-120.79778
bar,39.87333,-120.82389
bar,39.14806,-120.84167
bar,39.54861,-120.86
bar,39.54556,-120.8625
bar,39.34528,-120.8825
bar,35.29,-120.88278
bar,38.22861,-120.88333
bar,38.22306,-120.89
bar,35.435,-120.89139
bar,39.84944,-120.89361
bar,35.44056,-120.90833
bar,38.22556,-120.90833
bar,39.53806,-120.90833
bar,39.84806,-120.925
bar,38.96222,-120.93
bar,38.95611,-120.93667
bar,38.93639,-120.93972
bar,35.43861,-120.94417
bar,38.93861,-120.94944
bar,38.93889,-120.95611
bar,38.935,-120.96111
bar,38.93306,-120.9675
bar,38.92972,-120.97722
bar,39.64806,-120.98194
bar,38.92861,-120.98556
bar,38.92611,-120.99
bar,38.92056,-120.99556
bar,38.92,-121.0025
bar,39.81833,-121.00806
bar,38.91667,-121.01139
bar,38.91611,-121.02306
bar,38.91278,-121.03222
bar,39.51528,-121.03361
bar,39.81472,-121.03528
bar,38.49944,-121.04444
bar,39.80722,-121.04694
bar,38.88722,-121.05056
bar,39.52306,-121.05194
bar,39.51889,-121.07306
bar,38.81611,-121.08861
bar,39.79361,-121.08972
bar,39.52944,-121.09389
bar,38.81028,-121.10056
bar,38.81556,-121.105
bar,39.29417,-121.10861
bar,35.53889,-121.11111
bar,38.77278,-121.11444
bar,40.09917,-121.11556
bar,40.09611,-121.12194
bar,39.52111,-121.12333
bar,40.02833,-121.12667
bar,35.59694,-121.13639
bar,39.49556,-121.13722
bar,39.4825,-121.1425
bar,39.48,-121.14306
bar,39.28556,-121.14389
bar,39.72944,-121.14444
bar,39.47583,-121.14611
bar,39.45444,-121.15111
bar,39.77833,-121.15889
bar,38.68028,-121.18361
bar,40.00861,-121.18972
bar,35.63556,-121.19111
bar,39.32944,-121.19333
bar,40.01167,-121.19639
bar,40.01194,-121.20028
bar,39.32028,-121.20111
bar,38.65028,-121.20194
bar,39.73333,-121.2025
bar,40.00833,-121.20444
bar,40.01472,-121.20833
bar,38.63639,-121.24444
bar,39.71361,-121.26417
bar,39.71083,-121.27083
bar,39.69278,-121.27111
bar,39.96139,-121.2775
bar,39.96139,-121.2775
bar,38.62556,-121.28333
bar,39.64722,-121.28889
bar,38.62694,-121.29417
bar,35.68667,-121.3
bar,39.60056,-121.31667
bar,39.60917,-121.32528
bar,39.58028,-121.35694
bar,35.80778,-121.36306
bar,39.21861,-121.36889
bar,35.8175,-121.38139
bar,39.53278,-121.38444
bar,39.57583,-121.39306
bar,39.56583,-121.40056
bar,39.22111,-121.40694
bar,39.55889,-121.40694
bar,39.55361,-121.41139
bar,39.67278,-121.43333
bar,39.76833,-121.45806
bar,39.67722,-121.47917
bar,35.95111,-121.4925
bar,39.85861,-121.53778
bar,38.48306,-121.5475
bar,39.84028,-121.55694
bar,38.62556,-121.56056
bar,38.10083,-121.58389
bar,38.65833,-121.60389
bar,38.66028,-121.60944
bar,38.08972,-121.64556
bar,38.05861,-121.83944
bar,36.28278,-121.8875
bar,39.1075,-121.90389
bar,36.63389,-121.91889
bar,36.48333,-121.94972
bar,36.55639,-121.9675
bar,40.99833,-121.96778
bar,39.88667,-122.06639
bar,39.93,-122.09028
bar,40.09278,-122.12694
bar,38.03944,-122.15972
bar,37.64472,-122.28889
bar,38.04583,-122.31222
bar,37.87556,-122.3325
bar,37.9075,-122.3775
bar,37.81861,-122.40194
bar,37.89083,-122.40583
bar,37.93222,-122.4175
bar,37.82528,-122.43361
bar,37.95917,-122.43639
bar,37.95583,-122.43833
bar,37.82917,-122.44
bar,37.835,-122.44028
bar,37.83694,-122.44528
bar,37.84889,-122.45083
bar,37.81528,-122.45639
bar,37.81528,-122.45639
bar,38.00444,-122.46083
bar,38.00417,-122.46778
bar,37.86389,-122.46944
bar,37.46806,-122.47389
bar,37.47,-122.47639
bar,37.48806,-122.48667
bar,40.49167,-122.49167
bar,40.58278,-122.54556
bar,37.82861,-122.54806
bar,37.82806,-122.54889
bar,37.82056,-122.56194
bar,37.82194,-122.57722
bar,41.82722,-122.64583
bar,41.82833,-122.65611
bar,41.83222,-122.66028
bar,41.83583,-122.66472
bar,41.83444,-122.66611
bar,37.88833,-122.69722
bar,41.85972,-122.70306
bar,41.86333,-122.70472
bar,39.46611,-122.71056
bar,41.86528,-122.72583
bar,41.83778,-122.83583
bar,40.705,-122.83667
bar,41.84444,-122.83667
bar,40.68111,-122.88833
bar,38.02889,-122.90444
bar,41.83722,-122.94083
bar,38.225,-122.95833
bar,38.225,-122.9625
bar,40.67778,-123.02639
bar,38.31333,-123.04528
bar,38.36583,-123.07167
bar,40.76444,-123.095
bar,39.42667,-123.09639
bar,41.29389,-123.11083
bar,40.76639,-123.1125
bar,37.77778,-123.17083
bar,41.16556,-123.21417
bar,38.50083,-123.23333
bar,41.29333,-123.24167
bar,41.24861,-123.29944
bar,41.25083,-123.30472
bar,40.77806,-123.305
bar,41.78778,-123.33778
bar,40.78306,-123.33806
bar,41.27556,-123.34444
bar,41.28056,-123.35056
bar,40.79278,-123.37111
bar,40.95139,-123.3825
bar,40.79944,-123.38889
bar,41.37528,-123.41778
bar,40.78611,-123.42611
bar,41.72389,-123.43639
bar,41.66861,-123.4375
bar,41.37333,-123.44167
bar,37.67806,-123.5
bar,40.87056,-123.52
bar,41.54917,-123.52417
bar,41.56167,-123.52472
bar,41.50528,-123.52556
bar,41.52972,-123.5275
bar,41.54361,-123.52833
bar,38.76722,-123.53972
bar,38.85278,-123.65917
bar,38.87611,-123.66389
bar,41.1875,-123.68028
bar,39.21583,-123.785
bar,39.24806,-123.79528
bar,41.64861,-123.81639
bar,41.67972,-123.87222
bar,41.68306,-123.88278
bar,40.35472,-123.92
bar,40.31583,-123.92167
bar,39.90556,-123.92778
bar,40.35333,-123.92806
bar,39.97972,-124.00083
bar,41.19,-124.12028
bar,40.78861,-124.20611
bar,40.615,-124.21194
bar,40.74444,-124.21389
bar,40.74056,-124.24167
bar,40.20028,-124.30417
bar,41.80833,-124.30833
bar,40.44861,-124.46778
basin,34.30361,-114.255
basin,32.97944,-114.61667
basin,34.52722,-114.71667
basin,33.15833,-114.84444
basin,34.80778,-115.44694
basin,34.89583,-115.56528
basin,34.83361,-115.57583
basin,34.82722,-115.68889
basin,34.75694,-115.695
basin,33.925,-115.7
basin,32.71083,-115.82472
basin,33.74556,-115.90944
basin,34.03111,-115.95111
basin,34.06889,-116.15222
basin,36.20833,-116.16667
basin,36.20833,-116.16667
basin,34.16111,-116.23528
basin,35.10278,-116.29278
basin,33.21917,-116.29972
basin,34.92639,-116.35278
basin,33.02722,-116.38694
basin,33.03278,-116.40333
basin,33.90083,-116.47694
basin,33.34528,-116.48528
basin,32.86194,-116.56583
basin,33.5,-116.6375
basin,36.41333,-116.66472
basin,33.7175,-116.67722
basin,32.96917,-116.68194
basin,33.575,-116.7
basin,34.45972,-116.71556
basin,34.02389,-116.74833
basin,32.68194,-116.75194
basin,34.28333,-116.75417
basin,34.23111,-116.76167
basin,33.25389,-116.77639
basin,33.14583,-116.8125
basin,36.24667,-116.81611
basin,36.25028,-116.825
basin,33.32972,-116.83611
basin,34.26083,-116.84778
basin,36.38444,-116.89056
basin,36.51917,-116.94361
basin,34.28389,-116.96472
basin,34.48,-117.00417
basin,33.64833,-117.00639
basin,34.45056,-117.01583
basin,33.82722,-117.02639
basin,35.02944,-117.03583
basin,36.00556,-117.08694
basin,34.57028,-117.09056
basin,35.98694,-117.09778
basin,33.55778,-117.105
basin,33.65139,-117.15833
basin,33.68917,-117.18
basin,33.75,-117.2
basin,33.49722,-117.21583
basin,34.25556,-117.21806
basin,35.625,-117.3
basin,33.76528,-117.31389
basin,35.05278,-117.31611
basin,34.265,-117.32361
basin,33.25806,-117.36944
basin,36.09722,-117.37333
basin,33.21722,-117.39972
basin,35.85444,-117.40083
basin,33.8575,-117.48556
basin,36.68833,-117.48944
basin,34.35528,-117.5175
basin,36.68361,-117.56472
